Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Resultados;Fecha;Temporada
Celta;Local;2;18;0;0;x;11/02/2018;2017/2018
Espanyol;Visitante;0;0;2;10;x;11/02/2018;2017/2018
Sevilla;Local;1;18;0;0;1;11/02/2018;2017/2018
Girona;Visitante;0;0;0;13;1;11/02/2018;2017/2018
Valencia;Local;3;25;0;0;1;11/02/2018;2017/2018
Levante;Visitante;0;0;1;9;1;11/02/2018;2017/2018
Deportivo;Local;0;13;0;0;2;12/02/2018;2017/2018
Betis;Visitante;0;0;1;16;2;12/02/2018;2017/2018
Girona;Local;3;21;0;0;1;16/02/2018;2017/2018
Leganés;Visitante;0;0;0;10;1;16/02/2018;2017/2018
Alavés;Local;1;13;0;0;1;17/02/2018;2017/2018
Deportivo;Visitante;0;0;0;11;1;17/02/2018;2017/2018
Eibar;Local;0;23;0;0;2;17/02/2018;2017/2018
Barcelona;Visitante;0;0;2;31;2;17/02/2018;2017/2018
Las Palmas;Local;1;15;0;0;2;17/02/2018;2017/2018
Sevilla;Visitante;0;0;2;13;2;17/02/2018;2017/2018
Málaga;Local;1;10;0;0;2;17/02/2018;2017/2018
Valencia;Visitante;0;0;2;22;2;17/02/2018;2017/2018
Atlético;Local;2;17;0;0;1;18/02/2018;2017/2018
Athletic;Visitante;0;0;0;16;1;18/02/2018;2017/2018
Betis;Local;3;25;0;0;2;18/02/2018;2017/2018
Real Madrid;Visitante;0;0;5;24;2;18/02/2018;2017/2018
Espanyol;Local;1;12;0;0;x;18/02/2018;2017/2018
Villarreal;Visitante;0;0;1;13;x;18/02/2018;2017/2018
R. Sociedad;Local;3;30;0;0;1;18/02/2018;2017/2018
Levante;Visitante;0;0;0;9;1;18/02/2018;2017/2018
Getafe;Local;3;20;0;0;1;19/02/2018;2017/2018
Celta;Visitante;0;0;0;23;1;19/02/2018;2017/2018
Leganés;Local;1;11;0;0;2;21/02/2018;2017/2018
Real Madrid;Visitante;0;0;3;27;2;21/02/2018;2017/2018
Deportivo;Local;0;13;0;0;x;23/02/2018;2017/2018
Espanyol;Visitante;0;0;0;10;x;23/02/2018;2017/2018
Barcelona;Local;6;37;0;0;1;24/02/2018;2017/2018
Girona;Visitante;0;0;1;14;1;24/02/2018;2017/2018
Celta;Local;2;20;0;0;1;24/02/2018;2017/2018
Eibar;Visitante;0;0;0;9;1;24/02/2018;2017/2018
Leganés;Local;0;11;0;0;x;24/02/2018;2017/2018
Las Palmas;Visitante;0;0;0;5;x;24/02/2018;2017/2018
Real Madrid;Local;4;35;0;0;1;24/02/2018;2017/2018
Alavés;Visitante;0;0;0;9;1;24/02/2018;2017/2018
Athletic;Local;2;10;0;0;1;25/02/2018;2017/2018
Málaga;Visitante;0;0;1;6;1;25/02/2018;2017/2018
Sevilla;Local;2;20;0;0;2;25/02/2018;2017/2018
Atlético;Visitante;0;0;5;24;2;25/02/2018;2017/2018
Valencia;Local;2;27;0;0;1;25/02/2018;2017/2018
R. Sociedad;Visitante;0;0;1;17;1;25/02/2018;2017/2018
Villarreal;Local;1;23;0;0;1;25/02/2018;2017/2018
Getafe;Visitante;0;0;0;8;1;25/02/2018;2017/2018
Levante;Local;0;12;0;0;2;26/02/2018;2017/2018
Betis;Visitante;0;0;2;18;2;26/02/2018;2017/2018
Espanyol;Local;1;13;0;0;1;27/02/2018;2017/2018
Real Madrid;Visitante;0;0;0;27;1;27/02/2018;2017/2018
Girona;Local;1;22;0;0;1;27/02/2018;2017/2018
Celta;Visitante;0;0;0;23;1;27/02/2018;2017/2018
Athletic;Local;1;11;0;0;x;28/02/2018;2017/2018
Valencia;Visitante;0;0;1;23;x;28/02/2018;2017/2018
Atlético;Local;4;21;0;0;1;28/02/2018;2017/2018
Leganés;Visitante;0;0;0;10;1;28/02/2018;2017/2018
Eibar;Local;1;24;0;0;1;28/02/2018;2017/2018
Villarreal;Visitante;0;0;0;13;1;28/02/2018;2017/2018
Getafe;Local;3;23;0;0;1;28/02/2018;2017/2018
Deportivo;Visitante;0;0;0;11;1;28/02/2018;2017/2018
Málaga;Local;0;10;0;0;2;28/02/2018;2017/2018
Sevilla;Visitante;0;0;1;14;2;28/02/2018;2017/2018
Alavés;Local;1;14;0;0;1;01/03/2018;2017/2018
Levante;Visitante;0;0;0;9;1;01/03/2018;2017/2018
Betis;Local;0;25;0;0;x;01/03/2018;2017/2018
R. Sociedad;Visitante;0;0;0;17;x;01/03/2018;2017/2018
Las Palmas;Local;1;16;0;0;x;01/03/2018;2017/2018
Barcelona;Visitante;0;0;1;32;x;01/03/2018;2017/2018
Deportivo;Local;1;14;0;0;x;03/03/2018;2017/2018
Eibar;Visitante;0;0;1;10;x;03/03/2018;2017/2018
Leganés;Local;2;13;0;0;1;03/03/2018;2017/2018
Málaga;Visitante;0;0;0;6;1;03/03/2018;2017/2018
Real Madrid;Local;3;38;0;0;1;03/03/2018;2017/2018
Getafe;Visitante;0;0;1;9;1;03/03/2018;2017/2018
Sevilla;Local;2;22;0;0;1;03/03/2018;2017/2018
Athletic;Visitante;0;0;0;16;1;03/03/2018;2017/2018
Villarreal;Local;0;23;0;0;2;03/03/2018;2017/2018
Girona;Visitante;0;0;2;16;2;03/03/2018;2017/2018
Barcelona;Local;1;38;0;0;1;04/03/2018;2017/2018
Atlético;Visitante;0;0;0;24;1;04/03/2018;2017/2018
Levante;Local;1;13;0;0;x;04/03/2018;2017/2018
Espanyol;Visitante;0;0;1;11;x;04/03/2018;2017/2018
R. Sociedad;Local;2;32;0;0;1;04/03/2018;2017/2018
Alavés;Visitante;0;0;1;10;1;04/03/2018;2017/2018
Valencia;Local;2;29;0;0;1;04/03/2018;2017/2018
Betis;Visitante;0;0;0;18;1;04/03/2018;2017/2018
Celta;Local;2;22;0;0;1;05/03/2018;2017/2018
Las Palmas;Visitante;0;0;1;6;1;05/03/2018;2017/2018
Girona;Local;2;24;0;0;1;09/03/2018;2017/2018
Deportivo;Visitante;0;0;0;11;1;09/03/2018;2017/2018
Eibar;Local;1;25;0;0;2;10/03/2018;2017/2018
Real Madrid;Visitante;0;0;2;29;2;10/03/2018;2017/2018
Getafe;Local;0;23;0;0;2;10/03/2018;2017/2018
Levante;Visitante;0;0;1;10;2;10/03/2018;2017/2018
Málaga;Local;0;10;0;0;2;10/03/2018;2017/2018
Barcelona;Visitante;0;0;2;34;2;10/03/2018;2017/2018
Sevilla;Local;0;22;0;0;2;10/03/2018;2017/2018
Valencia;Visitante;0;0;2;25;2;10/03/2018;2017/2018
Athletic;Local;2;13;0;0;1;11/03/2018;2017/2018
Leganés;Visitante;0;0;0;10;1;11/03/2018;2017/2018
Atlético;Local;3;24;0;0;1;11/03/2018;2017/2018
Celta;Visitante;0;0;0;23;1;11/03/2018;2017/2018
Espanyol;Local;2;15;0;0;1;11/03/2018;2017/2018
R. Sociedad;Visitante;0;0;1;18;1;11/03/2018;2017/2018
Las Palmas;Local;0;16;0;0;2;11/03/2018;2017/2018
Villarreal;Visitante;0;0;2;15;2;11/03/2018;2017/2018
Alavés;Local;1;15;0;0;2;12/03/2018;2017/2018
Betis;Visitante;0;0;3;21;2;12/03/2018;2017/2018
Levante;Local;2;15;0;0;1;16/03/2018;2017/2018
Eibar;Visitante;0;0;1;11;1;16/03/2018;2017/2018
Betis;Local;3;28;0;0;1;17/03/2018;2017/2018
Espanyol;Visitante;0;0;0;11;1;17/03/2018;2017/2018
Deportivo;Local;1;15;0;0;x;17/03/2018;2017/2018
Las Palmas;Visitante;0;0;1;7;x;17/03/2018;2017/2018
R. Sociedad;Local;1;33;0;0;2;17/03/2018;2017/2018
Getafe;Visitante;0;0;2;11;2;17/03/2018;2017/2018
Valencia;Local;3;32;0;0;1;17/03/2018;2017/2018
Alavés;Visitante;0;0;1;11;1;17/03/2018;2017/2018
Barcelona;Local;2;40;0;0;1;18/03/2018;2017/2018
Athletic;Visitante;0;0;0;16;1;18/03/2018;2017/2018
Celta;Local;0;22;0;0;x;18/03/2018;2017/2018
Málaga;Visitante;0;0;0;6;x;18/03/2018;2017/2018
Leganés;Local;2;15;0;0;1;18/03/2018;2017/2018
Sevilla;Visitante;0;0;1;15;1;18/03/2018;2017/2018
Real Madrid;Local;6;44;0;0;1;18/03/2018;2017/2018
Girona;Visitante;0;0;3;19;1;18/03/2018;2017/2018
Villarreal;Local;2;25;0;0;1;18/03/2018;2017/2018
Atlético;Visitante;0;0;1;25;1;18/03/2018;2017/2018
Athletic;Local;1;14;0;0;x;31/03/2018;2017/2018
Celta;Visitante;0;0;1;24;x;31/03/2018;2017/2018
Girona;Local;1;25;0;0;x;31/03/2018;2017/2018
Levante;Visitante;0;0;1;11;x;31/03/2018;2017/2018
Las Palmas;Local;0;16;0;0;2;31/03/2018;2017/2018
Real Madrid;Visitante;0;0;3;32;2;31/03/2018;2017/2018
Sevilla;Local;2;24;0;0;x;31/03/2018;2017/2018
Barcelona;Visitante;0;0;2;36;x;31/03/2018;2017/2018
Atlético;Local;1;25;0;0;1;01/04/2018;2017/2018
Deportivo;Visitante;0;0;0;11;1;01/04/2018;2017/2018
Eibar;Local;0;25;0;0;x;01/04/2018;2017/2018
R. Sociedad;Visitante;0;0;0;18;x;01/04/2018;2017/2018
Espanyol;Local;0;15;0;0;x;01/04/2018;2017/2018
Alavés;Visitante;0;0;0;11;x;01/04/2018;2017/2018
Leganés;Local;0;15;0;0;2;01/04/2018;2017/2018
Valencia;Visitante;0;0;1;26;2;01/04/2018;2017/2018
Málaga;Local;1;11;0;0;1;01/04/2018;2017/2018
Villarreal;Visitante;0;0;0;15;1;01/04/2018;2017/2018
Getafe;Local;0;23;0;0;2;02/04/2018;2017/2018
Betis;Visitante;0;0;1;22;2;02/04/2018;2017/2018
Deportivo;Local;3;18;0;0;1;06/04/2018;2017/2018
Málaga;Visitante;0;0;2;8;1;06/04/2018;2017/2018
Alavés;Local;2;17;0;0;1;07/04/2018;2017/2018
Getafe;Visitante;0;0;0;11;1;07/04/2018;2017/2018
Barcelona;Local;3;43;0;0;1;07/04/2018;2017/2018
Leganés;Visitante;0;0;1;11;1;07/04/2018;2017/2018
Betis;Local;2;30;0;0;1;07/04/2018;2017/2018
Eibar;Visitante;0;0;0;11;1;07/04/2018;2017/2018
Celta;Local;4;26;0;0;1;07/04/2018;2017/2018
Sevilla;Visitante;0;0;0;15;1;07/04/2018;2017/2018
Levante;Local;2;17;0;0;1;08/04/2018;2017/2018
Las Palmas;Visitante;0;0;1;8;1;08/04/2018;2017/2018
Real Madrid;Local;1;45;0;0;x;08/04/2018;2017/2018
Atlético;Visitante;0;0;1;26;x;08/04/2018;2017/2018
R. Sociedad;Local;5;38;0;0;1;08/04/2018;2017/2018
Girona;Visitante;0;0;0;19;1;08/04/2018;2017/2018
Valencia;Local;1;33;0;0;1;08/04/2018;2017/2018
Espanyol;Visitante;0;0;0;11;1;08/04/2018;2017/2018
Villarreal;Local;1;26;0;0;2;09/04/2018;2017/2018
Athletic;Visitante;0;0;3;19;2;09/04/2018;2017/2018
Girona;Local;0;25;0;0;2;13/04/2018;2017/2018
Betis;Visitante;0;0;1;23;2;13/04/2018;2017/2018
Athletic;Local;2;16;0;0;2;14/04/2018;2017/2018
Deportivo;Visitante;0;0;3;14;2;14/04/2018;2017/2018
Barcelona;Local;2;45;0;0;1;14/04/2018;2017/2018
Valencia;Visitante;0;0;1;27;1;14/04/2018;2017/2018
Las Palmas;Local;0;16;0;0;2;14/04/2018;2017/2018
R. Sociedad;Visitante;0;0;1;19;2;14/04/2018;2017/2018
Leganés;Local;1;16;0;0;1;14/04/2018;2017/2018
Celta;Visitante;0;0;0;24;1;14/04/2018;2017/2018
Sevilla;Local;2;26;0;0;x;14/04/2018;2017/2018
Villarreal;Visitante;0;0;2;17;x;14/04/2018;2017/2018
Atlético;Local;3;28;0;0;1;15/04/2018;2017/2018
Levante;Visitante;0;0;0;11;1;15/04/2018;2017/2018
Eibar;Local;0;25;0;0;2;15/04/2018;2017/2018
Alavés;Visitante;0;0;1;12;2;15/04/2018;2017/2018
Getafe;Local;1;24;0;0;1;15/04/2018;2017/2018
Espanyol;Visitante;0;0;0;11;1;15/04/2018;2017/2018
Málaga;Local;1;12;0;0;2;15/04/2018;2017/2018
Real Madrid;Visitante;0;0;2;34;2;15/04/2018;2017/2018
Celta;Local;2;28;0;0;x;17/04/2018;2017/2018
Barcelona;Visitante;0;0;2;38;x;17/04/2018;2017/2018
Deportivo;Local;0;18;0;0;x;17/04/2018;2017/2018
Sevilla;Visitante;0;0;0;15;x;17/04/2018;2017/2018
Villarreal;Local;2;28;0;0;1;17/04/2018;2017/2018
Leganés;Visitante;0;0;1;12;1;17/04/2018;2017/2018
Espanyol;Local;0;15;0;0;2;18/04/2018;2017/2018
Eibar;Visitante;0;0;1;12;2;18/04/2018;2017/2018
Real Madrid;Local;1;46;0;0;x;18/04/2018;2017/2018
Athletic;Visitante;0;0;1;20;x;18/04/2018;2017/2018
Valencia;Local;1;34;0;0;2;18/04/2018;2017/2018
Getafe;Visitante;0;0;2;13;2;18/04/2018;2017/2018
Alavés;Local;1;18;0;0;2;19/04/2018;2017/2018
Girona;Visitante;0;0;2;21;2;19/04/2018;2017/2018
Betis;Local;1;31;0;0;1;19/04/2018;2017/2018
Las Palmas;Visitante;0;0;0;8;1;19/04/2018;2017/2018
Levante;Local;1;18;0;0;1;19/04/2018;2017/2018
Málaga;Visitante;0;0;0;8;1;19/04/2018;2017/2018
R. Sociedad;Local;3;41;0;0;1;19/04/2018;2017/2018
Atlético;Visitante;0;0;0;26;1;19/04/2018;2017/2018
Leganés;Local;0;16;0;0;x;20/04/2018;2017/2018
Deportivo;Visitante;0;0;0;14;x;20/04/2018;2017/2018
Celta;Local;1;29;0;0;x;21/04/2018;2017/2018
Valencia;Visitante;0;0;1;28;x;21/04/2018;2017/2018
Eibar;Local;0;25;0;0;2;21/04/2018;2017/2018
Getafe;Visitante;0;0;1;14;2;21/04/2018;2017/2018
Atlético;Local;0;28;0;0;x;22/04/2018;2017/2018
Betis;Visitante;0;0;0;23;x;22/04/2018;2017/2018
Girona;Local;0;25;0;0;2;22/04/2018;2017/2018
Espanyol;Visitante;0;0;2;13;2;22/04/2018;2017/2018
Las Palmas;Local;0;16;0;0;2;22/04/2018;2017/2018
Alavés;Visitante;0;0;4;16;2;22/04/2018;2017/2018
Málaga;Local;2;14;0;0;1;22/04/2018;2017/2018
R. Sociedad;Visitante;0;0;0;19;1;22/04/2018;2017/2018
Athletic;Local;1;17;0;0;2;23/04/2018;2017/2018
Levante;Visitante;0;0;3;14;2;23/04/2018;2017/2018
Levante;Local;2;20;0;0;1;27/04/2018;2017/2018
Sevilla;Visitante;0;0;1;16;1;27/04/2018;2017/2018
Espanyol;Local;1;16;0;0;x;28/04/2018;2017/2018
Las Palmas;Visitante;0;0;1;9;x;28/04/2018;2017/2018
Real Madrid;Local;2;48;0;0;1;28/04/2018;2017/2018
Leganés;Visitante;0;0;1;13;1;28/04/2018;2017/2018
R. Sociedad;Local;3;44;0;0;1;28/04/2018;2017/2018
Athletic;Visitante;0;0;1;21;1;28/04/2018;2017/2018
Villarreal;Local;4;32;0;0;1;28/04/2018;2017/2018
Celta;Visitante;0;0;1;25;1;28/04/2018;2017/2018
Alavés;Local;0;18;0;0;2;29/04/2018;2017/2018
Atlético;Visitante;0;0;1;27;2;29/04/2018;2017/2018
Getafe;Local;1;25;0;0;x;29/04/2018;2017/2018
Girona;Visitante;0;0;1;22;x;29/04/2018;2017/2018
Deportivo;Local;2;20;0;0;2;29/04/2018;2017/2018
Barcelona;Visitante;0;0;4;42;2;29/04/2018;2017/2018
Valencia;Local;0;34;0;0;x;29/04/2018;2017/2018
Eibar;Visitante;0;0;0;12;x;29/04/2018;2017/2018
Betis;Local;2;33;0;0;1;30/04/2018;2017/2018
Málaga;Visitante;0;0;1;9;1;30/04/2018;2017/2018
Sevilla;Local;1;27;0;0;1;04/05/2018;2017/2018
R. Sociedad;Visitante;0;0;0;19;1;04/05/2018;2017/2018
Athletic;Local;2;19;0;0;1;05/05/2018;2017/2018
Betis;Visitante;0;0;0;23;1;05/05/2018;2017/2018
Celta;Local;1;30;0;0;x;05/05/2018;2017/2018
Deportivo;Visitante;0;0;1;15;x;05/05/2018;2017/2018
Girona;Local;1;26;0;0;2;05/05/2018;2017/2018
Eibar;Visitante;0;0;4;16;2;05/05/2018;2017/2018
Villarreal;Local;1;33;0;0;1;05/05/2018;2017/2018
Valencia;Visitante;0;0;0;28;1;05/05/2018;2017/2018
Atlético;Local;0;28;0;0;2;06/05/2018;2017/2018
Espanyol;Visitante;0;0;2;15;2;06/05/2018;2017/2018
Barcelona;Local;2;47;0;0;x;06/05/2018;2017/2018
Real Madrid;Visitante;0;0;2;36;x;06/05/2018;2017/2018
Las Palmas;Local;0;16;0;0;2;06/05/2018;2017/2018
Getafe;Visitante;0;0;1;15;2;06/05/2018;2017/2018
Málaga;Local;0;14;0;0;2;06/05/2018;2017/2018
Alavés;Visitante;0;0;3;19;2;06/05/2018;2017/2018
Leganés;Local;0;16;0;0;2;07/05/2018;2017/2018
Levante;Visitante;0;0;3;17;2;07/05/2018;2017/2018
Barcelona;Local;5;52;0;0;1;09/05/2018;2017/2018
Villarreal;Visitante;0;0;1;18;1;09/05/2018;2017/2018
Sevilla;Local;3;30;0;0;1;09/05/2018;2017/2018
Real Madrid;Visitante;0;0;2;38;1;09/05/2018;2017/2018
Alavés;Local;3;21;0;0;1;12/05/2018;2017/2018
Athletic;Visitante;0;0;1;22;1;12/05/2018;2017/2018
Betis;Local;2;35;0;0;x;12/05/2018;2017/2018
Sevilla;Visitante;0;0;2;18;x;12/05/2018;2017/2018
Eibar;Local;1;26;0;0;1;12/05/2018;2017/2018
Las Palmas;Visitante;0;0;0;9;1;12/05/2018;2017/2018
Getafe;Local;0;25;0;0;2;12/05/2018;2017/2018
Atlético;Visitante;0;0;1;28;2;12/05/2018;2017/2018
Girona;Local;0;26;0;0;2;12/05/2018;2017/2018
Valencia;Visitante;0;0;1;29;2;12/05/2018;2017/2018
Deportivo;Local;2;22;0;0;2;12/05/2018;2017/2018
Villarreal;Visitante;0;0;4;22;2;12/05/2018;2017/2018
Real Madrid;Local;6;54;0;0;1;12/05/2018;2017/2018
Celta;Visitante;0;0;0;25;1;12/05/2018;2017/2018
R. Sociedad;Local;3;47;0;0;1;12/05/2018;2017/2018
Leganés;Visitante;0;0;2;15;1;12/05/2018;2017/2018
Espanyol;Local;4;20;0;0;1;13/05/2018;2017/2018
Málaga;Visitante;0;0;1;10;1;13/05/2018;2017/2018
Levante;Local;5;25;0;0;1;13/05/2018;2017/2018
Barcelona;Visitante;0;0;4;46;1;13/05/2018;2017/2018
Celta;Local;4;34;0;0;1;19/05/2018;2017/2018
Levante;Visitante;0;0;2;19;1;19/05/2018;2017/2018
Las Palmas;Local;1;17;0;0;2;19/05/2018;2017/2018
Girona;Visitante;0;0;2;24;2;19/05/2018;2017/2018
Leganés;Local;3;19;0;0;1;19/05/2018;2017/2018
Betis;Visitante;0;0;2;25;1;19/05/2018;2017/2018
Málaga;Local;0;14;0;0;2;19/05/2018;2017/2018
Getafe;Visitante;0;0;1;16;2;19/05/2018;2017/2018
Sevilla;Local;1;31;0;0;1;19/05/2018;2017/2018
Alavés;Visitante;0;0;0;19;1;19/05/2018;2017/2018
Villarreal;Local;2;35;0;0;x;19/05/2018;2017/2018
Real Madrid;Visitante;0;0;2;40;x;19/05/2018;2017/2018
Athletic;Local;0;19;0;0;2;20/05/2018;2017/2018
Espanyol;Visitante;0;0;1;16;2;20/05/2018;2017/2018
Atlético;Local;2;30;0;0;x;20/05/2018;2017/2018
Eibar;Visitante;0;0;2;18;x;20/05/2018;2017/2018
Barcelona;Local;1;53;0;0;1;20/05/2018;2017/2018
R. Sociedad;Visitante;0;0;0;19;1;20/05/2018;2017/2018
Valencia;Local;2;36;0;0;1;20/05/2018;2017/2018
Deportivo;Visitante;0;0;1;16;1;20/05/2018;2017/2018
Betis;Local;0;0;0;0;2;17/08/2018;2018/2019
Levante;Visitante;0;0;3;3;2;17/08/2018;2018/2019
Girona;Local;0;0;0;0;x;17/08/2018;2018/2019
Real Valladolid;Visitante;0;0;0;0;x;17/08/2018;2018/2019
Barcelona;Local;3;3;0;0;1;18/08/2018;2018/2019
Alavés;Visitante;0;0;0;0;1;18/08/2018;2018/2019
Celta;Local;1;1;0;0;x;18/08/2018;2018/2019
Espanyol;Visitante;0;0;1;1;x;18/08/2018;2018/2019
Villarreal;Local;1;1;0;0;2;18/08/2018;2018/2019
R. Sociedad;Visitante;0;0;2;2;2;18/08/2018;2018/2019
Eibar;Local;1;1;0;0;2;19/08/2018;2018/2019
Huesca;Visitante;0;0;2;2;2;19/08/2018;2018/2019
